Name,Latitude,Longitude,Ocean,poly_pos
Northwestern Passages,75.84167,-78.91667,210001017,14
Northwestern Passages,75.53333,-79.93333,210001017,15
Northwestern Passages,74.5,-80.23333,210001017,16
Northwestern Passages,73.66667,-78.08333,210001017,17
Northwestern Passages,72.86667,-76.06667,210001017,18
Northwestern Passages,72.49167,-75.16667,210001017,19
Northwestern Passages,72,-76.2,210001017,20
Northwestern Passages,70,-75,210001017,21
Northwestern Passages,67.49277,-71.82098,210001017,22
Northwestern Passages,65.38956,-73.32667,210001017,23
Northwestern Passages,64.43333,-78.03333,210001017,24
Northwestern Passages,63.78333,-80.15,210001017,25
Northwestern Passages,63.45,-80.98333,210001017,26
Northwestern Passages,65.9125,-85.525,210001017,27
Northwestern Passages,66.2,-85.86667,210001017,28
Northwestern Passages,67.25,-90,210001017,29
Northwestern Passages,66.90015,-95.5151,210001017,30
Northwestern Passages,66.07025,-107.28649,210001017,31
Northwestern Passages,67.61758,-116.28206,210001017,32
Northwestern Passages,69.0118,-126.2875,210001017,33
Northwestern Passages,70.575,-128.03332,210001017,34
Northwestern Passages,71.96667,-126.01667,210001017,35
Northwestern Passages,74.34167,-124.76667,210001017,36
Northwestern Passages,76.09167,-123.01667,210001017,37
North Greenland Sea,80.0667,16.2667,210001016,1
North Greenland Sea,78.75,19,210001016,2
North Greenland Sea,76.4667,16.6167,210001016,3
North Greenland Sea,76,13,210001016,4
North Greenland Sea,75,7,210001016,5
North Greenland Sea,74,2,210001016,6
North Greenland Sea,73,-2,210001016,7
North Greenland Sea,72,-5,210001016,8
North Greenland Sea,71.15972,-7.96667,210001016,9
North Greenland Sea,70.82639,-9,210001016,10
North Greenland Sea,70.82639,-10,210001016,11
North Greenland Sea,70.82639,-15,210001016,12
North Greenland Sea,70.82639,-20,210001016,13
North Greenland Sea,70.82639,-25,210001016,14
North Greenland Sea,70.82639,-30,210001016,15
North Greenland Sea,77.70246,-24.47673,210001016,16
North Greenland Sea,81.65746,-36.21443,210001016,17
North Greenland Sea,83.31667,-26.66667,210001016,18
North Greenland Sea,80.0667,16.2667,210001016,19
Lincoln Sea,82.46667,-61.51667,210001015,1
Lincoln Sea,82.5227,-69.02154,210001015,2
Lincoln Sea,83.1,-70.41667,210001015,3
Lincoln Sea,83.65,-33.41667,210001015,4
Lincoln Sea,81.48124,-43.76242,210001015,5
Lincoln Sea,81.45872,-53.70641,210001015,6
Lincoln Sea,82.34167,-55.21667,210001015,7
Lincoln Sea,82.46667,-61.51667,210001015,8
Laptev Sea,72.88333,140.66667,210001014,1
Laptev Sea,71.54768,140.87988000000001,210001014,2
Laptev Sea,70.4787,131.56107,210001014,3
Laptev Sea,72.5,120,210001014,4
Laptev Sea,72.5,115,210001014,5
Laptev Sea,72.5,110,210001014,6
Laptev Sea,73.2,105,210001014,7
Laptev Sea,75,112,210001014,8
Laptev Sea,76.5,111,210001014,9
Laptev Sea,76.3,107,210001014,10
Laptev Sea,77,103.5,210001014,11
Laptev Sea,77.5333,105.917,210001014,12
Laptev Sea,78.3,104.833,210001014,13
Laptev Sea,79.4167,102.417,210001014,14
Laptev Sea,79.6667,100.333,210001014,15
Laptev Sea,80.1667,97.6667,210001014,16
Laptev Sea,80.2167,97.3333,210001014,17
Laptev Sea,81.2667,95.75,210001014,18
Laptev Sea,80,120,210001014,19
Laptev Sea,79,139,210001014,20
Laptev Sea,76.2,139,210001014,21
Laptev Sea,74.61667,139.08333,210001014,22
Laptev Sea,74.1667,140,210001014,23
Laptev Sea,73.43333,139,210001014,24
Laptev Sea,73.35,139,210001014,25
Laptev Sea,72.88333,140.66667,210001014,26
Kara Sea,81.2667,95.75,210001013,1
Kara Sea,80.2167,97.3333,210001013,2
Kara Sea,80.1667,97.6667,210001013,3
Kara Sea,79.6667,100.333,210001013,4
Kara Sea,79.4167,102.417,210001013,5
Kara Sea,78.3,104.833,210001013,6
Kara Sea,77.5333,105.917,210001013,7
Kara Sea,77,103.5,210001013,8
Kara Sea,75.86139,100.36981,210001013,9
Kara Sea,73.62881,86.02078,210001013,10
Kara Sea,73.5,81.6,210001013,11
Kara Sea,72.6,81.6,210001013,12
Kara Sea,71.5,84.5,210001013,13
Kara Sea,69.35,86.3,210001013,14
Kara Sea,65,70,210001013,15
Kara Sea,67.42284,66.75678,210001013,16
Kara Sea,69,63,210001013,17
Kara Sea,69.6,60.2,210001013,18
Kara Sea,69.6667,59.9833,210001013,19
Kara Sea,70.25,58.4333,210001013,20
Kara Sea,70.4667,57.1167,210001013,21
Kara Sea,71.5,54.5,210001013,22
Kara Sea,73.2833,53.8833,210001013,23
Kara Sea,73.35,54.0833,210001013,24
Kara Sea,76.95,68.5833,210001013,25
Kara Sea,81,65.3333,210001013,26
Kara Sea,81.1,80,210001013,27
Kara Sea,81.2667,95.75,210001013,28
Iceland Sea,62.34306,-6.24722,210001012,1
Iceland Sea,64.24028,-14.96389,210001012,2
Iceland Sea,65.18,-14.1,210001012,3
Iceland Sea,66,-15,210001012,4
Iceland Sea,65.8,-18.2,210001012,5
Iceland Sea,65.1,-21,210001012,6
Iceland Sea,65.75,-22.1,210001012,7
Iceland Sea,65.50417,-24.53889,210001012,8
Iceland Sea,67.85,-32.18333,210001012,9
Iceland Sea,68.67,-32.9,210001012,10
Iceland Sea,68.6,-30,210001012,11
Iceland Sea,70,-23.6,210001012,12
Iceland Sea,70,-25,210001012,13
Iceland Sea,70,-27.5,210001012,14
Iceland Sea,70,-30,210001012,15
Iceland Sea,70.82639,-30,210001012,16
Iceland Sea,70.82639,-25,210001012,17
Iceland Sea,70.82639,-20,210001012,18
Iceland Sea,70.82639,-15,210001012,19
Iceland Sea,70.82639,-10,210001012,20
Iceland Sea,70.82639,-9,210001012,21
Iceland Sea,70,-8.6,210001012,22
Iceland Sea,69,-8.2,210001012,23
Iceland Sea,68,-7.8,210001012,24
Iceland Sea,67,-7.5,210001012,25
Iceland Sea,66,-7.2,210001012,26
Iceland Sea,65,-7,210001012,27
Iceland Sea,64,-6.6,210001012,28
Iceland Sea,63,-6.4,210001012,29
Iceland Sea,62.34306,-6.24722,210001012,30
Hudson Strait,62.36667,-78.1,210001011,1
Hudson Strait,63.45,-80.98333,210001011,2
Hudson Strait,63.78333,-80.15,210001011,3
Hudson Strait,64.43333,-78.03333,210001011,4
Hudson Strait,64.64064,-74.23945,210001011,5
Hudson Strait,63.6107,-70.9931,210001011,6
Hudson Strait,61.875,-65.95833,210001011,7
Hudson Strait,61.78333,-65.95,210001011,8
Hudson Strait,61.74167,-65.66944,210001011,9
Hudson Strait,61.63333,-65.48333,210001011,10
Hudson Strait,61.31222,-64.77917,210001011,11
Hudson Strait,60.39444,-64.43333,210001011,12
Hudson Strait,60,-64.5,210001011,13
Hudson Strait,57.88804,-66.04525,210001011,14
Hudson Strait,57.68218,-68.6458,210001011,15
Hudson Strait,60.43743,-70.90895,210001011,16
Hudson Strait,62.36667,-78.1,210001011,17
Hudson Bay,50.81118,-79.71387,210001010,1
Hudson Bay,54.85678,-89.10937,210001010,2
Hudson Bay,58.33666,-96.14887,210001010,3
Hudson Bay,65.85323,-91.07652,210001010,4
Hudson Bay,66.2,-85.86667,210001010,5
Hudson Bay,65.9125,-85.525,210001010,6
Hudson Bay,63.45,-80.98333,210001010,7
Hudson Bay,62.36667,-78.1,210001010,8
Hudson Bay,56.27745,-76.37482,210001010,9
Hudson Bay,52.26155,-78.25947,210001010,10
Hudson Bay,50.81118,-79.71387,210001010,11
East Siberian Sea,72.88333,140.66667,210001009,1
East Siberian Sea,73.35,139,210001009,2
East Siberian Sea,73.43333,139,210001009,3
East Siberian Sea,74.1667,140,210001009,4
East Siberian Sea,74.61667,139.08333,210001009,5
East Siberian Sea,76.2,139,210001009,6
East Siberian Sea,79,139,210001009,7
East Siberian Sea,77.4,160,210001009,8
East Siberian Sea,76,179.99899,210001009,9
East Siberian Sea,71.53333,179.99899,210001009,10
East Siberian Sea,70.78333,178.75,210001009,11
East Siberian Sea,69.58333,177.5,210001009,12
East Siberian Sea,68.5,174.5,210001009,13
East Siberian Sea,68.5,170,210001009,14
East Siberian Sea,68.5,165,210001009,15
East Siberian Sea,68.5,160,210001009,16
East Siberian Sea,70,157.5,210001009,17
East Siberian Sea,70,155,210001009,18
East Siberian Sea,70.62741,150.56476,210001009,19
East Siberian Sea,71.60075,144.9022,210001009,20
East Siberian Sea,72.88333,140.66667,210001009,21
Davis Strait,60,-43.917,210001008,1
Davis Strait,60,-64.5,210001008,2
Davis Strait,60.39444,-64.43333,210001008,3
Davis Strait,61.31222,-64.77917,210001008,4
Davis Strait,61.63333,-65.48333,210001008,5
Davis Strait,61.74167,-65.66944,210001008,6
Davis Strait,61.78333,-65.95,210001008,7
Davis Strait,61.875,-65.95833,210001008,8
Davis Strait,63.57852,-69.12565,210001008,9
Davis Strait,70,-70,210001008,10
Davis Strait,70,-65,210001008,11
Davis Strait,70,-60,210001008,12
Davis Strait,70,-55,210001008,13
Davis Strait,70,-50,210001008,14
Davis Strait,65,-50,210001008,15
Davis Strait,61.1,-45,210001008,16
Davis Strait,60,-43.917,210001008,17
"Chukchi Sea, western part",68.956,-179.99899,210001007,1
"Chukchi Sea, western part",71.53333,-179.99899,210001007,2
"Chukchi Sea, western part",71.4,-156.46667,210001007,3
"Chukchi Sea, western part",65.88359,-161.22378,210001007,4
"Chukchi Sea, western part",66.1,-164.73334,210001007,5
"Chukchi Sea, western part",66.55,-164.73334,210001007,6
"Chukchi Sea, western part",66.55,-171.06667,210001007,7
"Chukchi Sea, western part",66.05594,-174.28574,210001007,8
"Chukchi Sea, western part",67.3,-178,210001007,9
"Chukchi Sea, western part",68.956,-179.99899,210001007,10
"Chukchi Sea, eastern part",71.53333,179.99899,210001006,1
"Chukchi Sea, eastern part",68.956,179.99899,210001006,2
"Chukchi Sea, eastern part",69.58333,177.5,210001006,3
"Chukchi Sea, eastern part",70.78333,178.75,210001006,4
"Chukchi Sea, eastern part",71.53333,179.99899,210001006,5
Beaufort Sea,76.09167,-123.01667,210001005,1
Beaufort Sea,74.34167,-124.76667,210001005,2
Beaufort Sea,71.96667,-126.01667,210001005,3
Beaufort Sea,70.575,-128.03332,210001005,4
Beaufort Sea,68.9,-128.33305,210001005,5
Beaufort Sea,68.60548,-135.28673,210001005,6
Beaufort Sea,68.9,-140,210001005,7
Beaufort Sea,68.9,-150,210001005,8
Beaufort Sea,71.4,-156.46667,210001005,9
Beaufort Sea,76.33333,-122.58333,210001005,10
Beaufort Sea,76.09167,-123.01667,210001005,11
Barents Sea,69.6,60.2,210001004,1
Barents Sea,69,63,210001004,2
Barents Sea,67,55,210001004,3
Barents Sea,67,50,210001004,4
Barents Sea,66,45,210001004,5
Barents Sea,68,45,210001004,6
Barents Sea,68.65,43.3,210001004,7
Barents Sea,68.1333,39.7667,210001004,8
Barents Sea,70,26,210001004,9
Barents Sea,71.1708,25.7833,210001004,10
Barents Sea,74.3444,19.0833,210001004,11
Barents Sea,74.5208,19.1083,210001004,12
Barents Sea,76.4667,16.6167,210001004,13
Barents Sea,78.75,19,210001004,14
Barents Sea,80.0667,16.2667,210001004,15
Barents Sea,80.1333,17.7667,210001004,16
Barents Sea,80.1667,26.8333,210001004,17
Barents Sea,80.1333,27.8333,210001004,18
Barents Sea,80.1667,32.6667,210001004,19
Barents Sea,80.1667,36.75,210001004,20
Barents Sea,80.6,44.9167,210001004,21
Barents Sea,81,65.3333,210001004,22
Barents Sea,76.95,68.5833,210001004,23
Barents Sea,73.35,54.0833,210001004,24
Barents Sea,73.2833,53.8833,210001004,25
Barents Sea,71.5,54.5,210001004,26
Barents Sea,70.4667,57.1167,210001004,27
Barents Sea,70.25,58.4333,210001004,28
Barents Sea,69.6667,59.9833,210001004,29
Barents Sea,69.6,60.2,210001004,30
Baffin Bay,76.45,-78.46667,210001003,1
Baffin Bay,77,-84,210001003,2
Baffin Bay,82,-68,210001003,3
Baffin Bay,82.46667,-61.51667,210001003,4
Baffin Bay,82.34167,-55.21667,210001003,5
Baffin Bay,80,-60,210001003,6
Baffin Bay,77.5,-65.5,210001003,7
Baffin Bay,75.6,-57.6,210001003,8
Baffin Bay,71.75,-51.5,210001003,9
Baffin Bay,70,-50.1,210001003,10
Baffin Bay,70,-55,210001003,11
Baffin Bay,70,-60,210001003,12
Baffin Bay,70,-65,210001003,13
Baffin Bay,70,-70,210001003,14
Baffin Bay,70.92342,-73.19985,210001003,15
Baffin Bay,72,-76.2,210001003,16
Baffin Bay,72.49167,-75.16667,210001003,17
Baffin Bay,72.86667,-76.06667,210001003,18
Baffin Bay,73.66667,-78.08333,210001003,19
Baffin Bay,74.5,-80.23333,210001003,20
Baffin Bay,75.53333,-79.93333,210001003,21
Baffin Bay,75.84167,-78.91667,210001003,22
Baffin Bay,76.1,-78.81667,210001003,23
Baffin Bay,76.45,-78.46667,210001003,24
"Arctic Ocean, eastern part",66.6,179.99899,210001002,1
"Arctic Ocean, eastern part",65,175,210001002,2
"Arctic Ocean, eastern part",63,166.2,210001002,3
"Arctic Ocean, eastern part",63,160,210001002,4
"Arctic Ocean, eastern part",60,142,210001002,5
"Arctic Ocean, eastern part",60,140,210001002,6
"Arctic Ocean, eastern part",60,130,210001002,7
"Arctic Ocean, eastern part",60,120,210001002,8
"Arctic Ocean, eastern part",60,110,210001002,9
"Arctic Ocean, eastern part",60,100,210001002,10
"Arctic Ocean, eastern part",60,90,210001002,11
"Arctic Ocean, eastern part",60,80,210001002,12
"Arctic Ocean, eastern part",60,70,210001002,13
"Arctic Ocean, eastern part",60,60,210001002,14
"Arctic Ocean, eastern part",60,50,210001002,15
"Arctic Ocean, eastern part",60,40,210001002,16
"Arctic Ocean, eastern part",68,17.5,210001002,17
"Arctic Ocean, eastern part",63.6,11.4,210001002,18
"Arctic Ocean, eastern part",60.7,7.05,210001002,19
"Arctic Ocean, eastern part",61,5,210001002,20
"Arctic Ocean, eastern part",61,0.001,210001002,21
"Arctic Ocean, eastern part",90,0,210001002,22
"Arctic Ocean, eastern part",66.6,179.99899,210001002,23
"Arctic Ocean, western part",61,-0.001,210001001,1
"Arctic Ocean, western part",61,-0.88333,210001001,2
"Arctic Ocean, western part",62.34306,-6.24722,210001001,3
"Arctic Ocean, western part",64.24028,-14.96389,210001001,4
"Arctic Ocean, western part",64.5,-20.6,210001001,5
"Arctic Ocean, western part",65.1,-21,210001001,6
"Arctic Ocean, western part",65.75,-22.1,210001001,7
"Arctic Ocean, western part",65.50417,-24.53889,210001001,8
"Arctic Ocean, western part",67.85,-32.18333,210001001,9
"Arctic Ocean, western part",65.6,-41.3,210001001,10
"Arctic Ocean, western part",60,-43.917,210001001,11
"Arctic Ocean, western part",60,-64.5,210001001,12
"Arctic Ocean, western part",57.88804,-66.04525,210001001,13
"Arctic Ocean, western part",57.68218,-68.6458,210001001,14
"Arctic Ocean, western part",60.43743,-70.90895,210001001,15
"Arctic Ocean, western part",62.36667,-78.1,210001001,16
"Arctic Ocean, western part",62.36667,-78.1,210001001,17
"Arctic Ocean, western part",56.27745,-76.37482,210001001,18
"Arctic Ocean, western part",52.26155,-78.25947,210001001,19
"Arctic Ocean, western part",50.81118,-79.71387,210001001,20
"Arctic Ocean, western part",54.85678,-89.10937,210001001,21
"Arctic Ocean, western part",58.33666,-96.14887,210001001,22
"Arctic Ocean, western part",60,-100,210001001,23
"Arctic Ocean, western part",60,-120,210001001,24
"Arctic Ocean, western part",61,-130,210001001,25
"Arctic Ocean, western part",63,-140,210001001,26
"Arctic Ocean, western part",65,-150,210001001,27
"Arctic Ocean, western part",65,-155,210001001,28
"Arctic Ocean, western part",65.88359,-161.22378,210001001,29
"Arctic Ocean, western part",66.1,-164.73334,210001001,30
"Arctic Ocean, western part",66.55,-164.73334,210001001,31
"Arctic Ocean, western part",66.55,-171.06667,210001001,32
"Arctic Ocean, western part",66.05594,-174.28574,210001001,33
"Arctic Ocean, western part",67.3,-178,210001001,34
"Arctic Ocean, western part",68.956,-179.99899,210001001,35
"Arctic Ocean, western part",71.53333,-179.99899,210001001,36
"Arctic Ocean, western part",76,-179.99899,210001001,37
"Arctic Ocean, western part",90,0,210001001,38
"Arctic Ocean, western part",61,-0.001,210001001,39
